"","ID","Sex","Age","Participate","Q1_A_1_P","Q2_A_1_P","Q3_A_1_P","Q4_A_1_P","Q5_A_1_P","Q6_A_1_P","Q7_A_1_P","Q8_A_1_P","Q9_A_1_P","Q10_A_1_P","Q11_A_2_P","Q12_A_2_P","Q13_A_2_P","Q14_A_2_P","Q15_A_2_P","Q16_A_2_P","Q17_A_2_P","Q18_A_2_P","Q19_A_2_P","Q20_A_2_P","Q21_A_3_P","Q22_A_3_P","Q23_A_3_P","Q24_A_3_P","Q25_A_3_P","Q26_A_3_P","Q27_A_3_P","Q28_A_3_P","Q29_A_3_P","Q30_A_3_P","Q1_A_1_S","Q2_A_1_S","Q3_A_1_S","Q4_A_1_S","Q5_A_1_S","Q6_A_1_S","Q7_A_1_S","Q8_A_1_S","Q9_A_1_S","Q10_A_1_S","Q11_A_2_S","Q12_A_2_S","Q13_A_2_S","Q14_A_2_S","Q15_A_2_S","Q16_A_2_S","Q17_A_2_S","Q18_A_2_S","Q19_A_2_S","Q20_A_2_S","Q21_A_3_S","Q22_A_3_S","Q23_A_3_S","Q24_A_3_S","Q25_A_3_S","Q26_A_3_S","Q27_A_3_S","Q28_A_3_S","Q29_A_3_S","Q30_A_3_S","Q1_A_3_P","Q2_A_3_P","Q3_A_3_P","Q4_A_3_P","Q5_A_3_P","Q6_A_3_P","Q7_A_3_P","Q8_A_3_P","Q9_A_3_P","Q10_A_3_P","Q11_A_1_P","Q12_A_1_P","Q13_A_1_P","Q14_A_1_P","Q15_A_1_P","Q16_A_1_P","Q17_A_1_P","Q18_A_1_P","Q19_A_1_P","Q20_A_1_P","Q21_A_2_P","Q22_A_2_P","Q23_A_2_P","Q24_A_2_P","Q25_A_2_P","Q26_A_2_P","Q27_A_2_P","Q28_A_2_P","Q29_A_2_P","Q30_A_2_P","Q1_A_3_S","Q2_A_3_S","Q3_A_3_S","Q4_A_3_S","Q5_A_3_S","Q6_A_3_S","Q7_A_3_S","Q8_A_3_S","Q9_A_3_S","Q10_A_3_S","Q11_A_1_S","Q12_A_1_S","Q13_A_1_S","Q14_A_1_S","Q15_A_1_S","Q16_A_1_S","Q17_A_1_S","Q18_A_1_S","Q19_A_1_S","Q20_A_1_S","Q21_A_2_S","Q22_A_2_S","Q23_A_2_S","Q24_A_2_S","Q25_A_2_S","Q26_A_2_S","Q27_A_2_S","Q28_A_2_S","Q29_A_2_S","Q30_A_2_S","Q1_A_2_P","Q2_A_2_P","Q3_A_2_P","Q4_A_2_P","Q5_A_2_P","Q6_A_2_P","Q7_A_2_P","Q8_A_2_P","Q9_A_2_P","Q10_A_2_P","Q11_A_3_P","Q12_A_3_P","Q13_A_3_P","Q14_A_3_P","Q15_A_3_P","Q16_A_3_P","Q17_A_3_P","Q18_A_3_P","Q19_A_3_P","Q20_A_3_P","Q21_A_1_P","Q22_A_1_P","Q23_A_1_P","Q24_A_1_P","Q25_A_1_P","Q26_A_1_P","Q27_A_1_P","Q28_A_1_P","Q29_A_1_P","Q30_A_1_P","Q1_A_2_S","Q2_A_2_S","Q3_A_2_S","Q4_A_2_S","Q5_A_2_S","Q6_A_2_S","Q7_A_2_S","Q8_A_2_S","Q9_A_2_S","Q10_A_2_S","Q11_A_3_S","Q12_A_3_S","Q13_A_3_S","Q14_A_3_S","Q15_A_3_S","Q16_A_3_S","Q17_A_3_S","Q18_A_3_S","Q19_A_3_S","Q20_A_3_S","Q21_A_1_S","Q22_A_1_S","Q23_A_1_S","Q24_A_1_S","Q25_A_1_S","Q26_A_1_S","Q27_A_1_S","Q28_A_1_S","Q29_A_1_S","Q30_A_1_S","Q1_B_1_P","Q2_B_1_P","Q3_B_1_P","Q4_B_1_P","Q5_B_1_P","Q6_B_1_P","Q7_B_1_P","Q8_B_1_P","Q9_B_1_P","Q10_B_1_P","Q11_B_2_P","Q12_B_2_P","Q13_B_2_P","Q14_B_2_P","Q15_B_2_P","Q16_B_2_P","Q17_B_2_P","Q18_B_2_P","Q19_B_2_P","Q20_B_2_P","Q21_B_3_P","Q22_B_3_P","Q23_B_3_P","Q24_B_3_P","Q25_B_3_P","Q26_B_3_P","Q27_B_3_P","Q28_B_3_P","Q29_B_3_P","Q30_B_3_P","Q1_B_1_S","Q2_B_1_S","Q3_B_1_S","Q4_B_1_S","Q5_B_1_S","Q6_B_1_S","Q7_B_1_S","Q8_B_1_S","Q9_B_1_S","Q10_B_1_S","Q11_B_2_S","Q12_B_2_S","Q13_B_2_S","Q14_B_2_S","Q15_B_2_S","Q16_B_2_S","Q17_B_2_S","Q18_B_2_S","Q19_B_2_S","Q20_B_2_S","Q21_B_3_S","Q22_B_3_S","Q23_B_3_S","Q24_B_3_S","Q25_B_3_S","Q26_B_3_S","Q27_B_3_S","Q28_B_3_S","Q29_B_3_S","Q30_B_3_S","Q1_B_3_P","Q2_B_3_P","Q3_B_3_P","Q4_B_3_P","Q5_B_3_P","Q6_B_3_P","Q7_B_3_P","Q8_B_3_P","Q9_B_3_P","Q10_B_3_P","Q11_B_1_P","Q12_B_1_P","Q13_B_1_P","Q14_B_1_P","Q15_B_1_P","Q16_B_1_P","Q17_B_1_P","Q18_B_1_P","Q19_B_1_P","Q20_B_1_P","Q21_B_2_P","Q22_B_2_P","Q23_B_2_P","Q24_B_2_P","Q25_B_2_P","Q26_B_2_P","Q27_B_2_P","Q28_B_2_P","Q29_B_2_P","Q30_B_2_P","Q1_B_3_S","Q2_B_3_S","Q3_B_3_S","Q4_B_3_S","Q5_B_3_S","Q6_B_3_S","Q7_B_3_S","Q8_B_3_S","Q9_B_3_S","Q10_B_3_S","Q11_B_1_S","Q12_B_1_S","Q13_B_1_S","Q14_B_1_S","Q15_B_1_S","Q16_B_1_S","Q17_B_1_S","Q18_B_1_S","Q19_B_1_S","Q20_B_1_S","Q21_B_2_S","Q22_B_2_S","Q23_B_2_S","Q24_B_2_S","Q25_B_2_S","Q26_B_2_S","Q27_B_2_S","Q28_B_2_S","Q29_B_2_S","Q30_B_2_S","Q1_B_2_P","Q2_B_2_P","Q3_B_2_P","Q4_B_2_P","Q5_B_2_P","Q6_B_2_P","Q7_B_2_P","Q8_B_2_P","Q9_B_2_P","Q10_B_2_P","Q11_B_3_P","Q12_B_3_P","Q13_B_3_P","Q14_B_3_P","Q15_B_3_P","Q16_B_3_P","Q17_B_3_P","Q18_B_3_P","Q19_B_3_P","Q20_B_3_P","Q21_B_1_P","Q22_B_1_P","Q23_B_1_P","Q24_B_1_P","Q25_B_1_P","Q26_B_1_P","Q27_B_1_P","Q28_B_1_P","Q29_B_1_P","Q30_B_1_P","Q1_B_2_S","Q2_B_2_S","Q3_B_2_S","Q4_B_2_S","Q5_B_2_S","Q6_B_2_S","Q7_B_2_S","Q8_B_2_S","Q9_B_2_S","Q10_B_2_S","Q11_B_3_S","Q12_B_3_S","Q13_B_3_S","Q14_B_3_S","Q15_B_3_S","Q16_B_3_S","Q17_B_3_S","Q18_B_3_S","Q19_B_3_S","Q20_B_3_S","Q21_B_1_S","Q22_B_1_S","Q23_B_1_S","Q24_B_1_S","Q25_B_1_S","Q26_B_1_S","Q27_B_1_S","Q28_B_1_S","Q29_B_1_S","Q30_B_1_S","P_ID","Block","Block_Part"
"11",11,1,31,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ゴミよりもひどい","トンネルの向こう","もろくてはかない","息を吹き返す花火","悲運に合う","ハーデスの世界","遮断され外からは見えない","街を揺るがす地震","透き通る宝石より綺麗","死んだなめくじだ","うっとり","メトロノーム","サインカーブ","胸に来る","形式ばっている","潤んでいる","寒々しい","はだはだしい","ふにっとする","微小な粒ではかれない","母のように大きい","芸術家がかいた","手に届かない","かなり厳しい","やかんのように熱い","邪悪そのものである","地球を回る太陽より重い","嫌な空気に包まれている","燃える炎のようだ","笛を吹くよう",1,2,1,3,1,2,1,2,1,2,1,3,3,1,1,2,1,1,1,3,3,3,1,1,2,1,2,1,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336559,2,2
"12",12,2,33,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"凍っているかのようだ","曇り空のようだ","パズルのようだ","光に満ちている","劇的だ","海底のようだ","視界を遮る","濁流のようだ","輝いている","潤っている","太陽のように素晴らしい","ねじ巻き時計のようだ","ゆりかごのようだ","花畑のようだ","四面四角だ","青春のようだ","耐えられないほどだ","一匹狼だ","綿あめのようだ","手ごわい","我々を包み込んでくれる","きっと忘れられないだろう","謎解きだ","深い夜のようだ","八方ふさがりだ","無視できない","正反対のものを擁している","すべてを包み込むかのようだ","雌雄を決する","安らかだ",2,2,2,2,1,2,1,2,1,1,2,2,2,2,3,2,1,2,2,1,2,3,2,2,3,1,1,2,3,1,937297,6,6
"13",13,1,42,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"洗っていない","先が見えない","人生のようだ","閉ざされる","危険がいっぱい","落ち着いている","先が見通せない","激しい雷雨のようだ","輝ききれい","分厚い明太子","かわいい","動き続けない","心地よい","レインボーの香りがする。","冷酷","最高","誰もいない","孤独である","空に舞う","壁がある","地球である。","心に残る","見えないもの","白の世界","いばらの道","破壊力がすごい","良く分からない","怖い","勝負の世界","気持ちが良い小鳥のさえずりのようだ",3,3,2,3,1,1,1,2,1,2,3,1,2,2,1,1,1,1,3,2,2,3,1,2,2,1,1,3,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471803,5,5
"14",14,2,31,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"使い干されている","明けない","完璧ではない","光のようだ","台風のようだ","深海のようだ","何も見えない","イノシシのようだ","海のようだ","たらこ唇だ","愛くるしい","ビートを刻む","波のようだ","神秘的だ","雁字搦めだ","お祭りのようだ","暗い","行動力がある","綺麗だ","難しい","温暖だ","心に残る","探求するものだ","真空だ","にがい","怖い","人による","何もない","勝敗を決める","気持ちよい",3,3,3,2,2,2,3,2,2,2,1,3,2,1,3,2,1,3,1,1,3,3,3,2,1,1,3,3,3,1,112303,6,6
"15",15,2,31,1,"鼻が曲がりそうだ","五里霧中だ","積み木のようだ","崩れ去った","誰にも分らない","無音だ","ミルクのようだ","突発的だ","水晶のようだ","薄気味悪い","太陽のようだ","メトロノームだ","海のようだ","芳香である","石のようだ","炭酸ラムネのようだ","極寒だ","屈強で畏怖を感じる","餅のようだ","安全ではない","布団のようだ","極彩色だ","探検するものだ","荒れ地のようだ","熱中症のようだ","猛毒だ","磁石のようだ","鉛だ","勝負事だ","公正である",1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226164,1,1
"16",16,2,38,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"古めかしい","深く根深い","再構築される","叶いそうだ","険しい","重い","靄のようだ","嵐のようだ","暗い","厚く濡れている","素晴らしい","的確に動きいずれ止まる","海のようだ","多彩だ","硬い","喜ばしい","深い","単独行動し、凶悪である","綿のようだ","険しい","ぬくもりがある","印象に残る","探求するものだ","無である","きつい","恐ろしい","攻撃的である","とらえ所がない","議決する","心が安らぐ",1,1,1,1,1,3,2,2,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,3,3,1,1,1,1,1,129553,6,6
"17",17,2,42,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"そまつで汚れている","大きく解決策が見いだせない","再生可能だ","優しく楽しく、なくなっていく","不幸で急な変化が多い","長く孤独を感じる","白く濃く立ち込めていて晴れない","強く、癇癪を起こす","光っていて遠くまで見渡している、賢い","潤いがあり、肥っておりおぞましい","大造りだ","そのうち動かなくなる","風邪に吹かれる","複雑な香りがする","なってない","喜ばしい","1人ぼっちである","単独行動が好きだ","サラサラとして舞う","難しいことがたびたび起きる","雄大で母のようだ","感慨深い、明瞭だ","永遠に追求が必要だ","孤立していてひどい気持ちだ","辛いが愛情は絶えない","強く暴力的だ","あらがいがたく惹かれずにはいられない","真っ暗で立ち込めている","ゲームでありお互いの立ち位置を保持する","良い音で高く響く",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313503,5,5
"18",18,1,27,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"どぶのようだ","お先真っ暗だ","再構築され、壊れることがある","泡のようになくなり、春の日差しのようだ","夕立のようだ","湖の底のようだ","景色を遮っている","急な爆発のようで、手が付けられない","水晶のようだ","薄気味悪く、たらこのよう","芸術品のようだ","規則正しい","躍動している","花のような香り","他人行儀だ","心が弾む","氷のようだ","敵などいない","綿あめのようだ","永遠に続くようだ","巨大で、母の愛のようだ","何物にも代えがたく、派手だ","はるか遠く、実態がつかめない","耐えがたい","情熱的で、持続する","疫病のようだ","取りつかれるようだ","氷のようで、息が詰まるようだ","相容れない","はるか遠くから聞こえるようで、低温とは正反対だ",2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,3,2,1,2,2,2,1,3,1,1,2,2,2,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537443,2,2
"19",19,1,52,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"手触りが悪い","消えない","絶対ではなく他の解釈が出来る","上向きだ","悪い方向に急変する","重く深い","視覚を奪う","急な川のながれのようだ","煌々都し透明だ","なめくじのようだ","綺麗で魅力的だ","正確なリズムを刻む","飄々とおしている","好ましい","荘厳だ","マリのように面白い","冷めて冷え切った鉄のよう","アウトローだ","細かい光のようだ","長い旅だ","母親のようだ","脳裏に刻み込まれる","見つけるものだ","ひとりぼっち","悩ましい","良くないものだ","相反する","無情だ","勝敗を決す","可愛い",3,1,3,2,1,3,1,2,3,2,2,1,2,3,2,2,2,2,2,2,2,3,3,2,1,1,3,3,1,2,672182,6,6
"20",20,2,35,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ごわごわして、黒くなっている","闇のようで、終わることがない","上手くいかないことがあり、構築できる","ほんわかとしていて太陽のようだ","予期せぬもので、怖い","長く、重々しい","濃くて、全体を包み込んでいる","いつまでも続き、爆発している","キラキラして、透明感がある","濡れているようで、ふっくらとしている","魅力的で、ニコニコしていて、可憐だ","ずっと動き続けるのではなく、間違うことなく、決まった速度で動く","そよぎ、見渡す限り、揺れ動く","複数の香りがして、高揚感があり、好ましい香りがする","絶対的で、とらわれていて、融通が利かない","幸せで、心が躍り、ワクワクする","一人ぼっちであり、冬のようで、氷のようだ。","単独で、恐ろしく、強力だ","羽のようで、雲のような色で、フワフワしている","一筋縄ではいかず、恐ろしいことがおこり、ずっと続く","ぬくもりがある","頭から離れない","追い求めるものだ","孤立状態にある","心を締め付ける","有害だ","跳ね返る","変化のないものだ","平行線では終わらない","気分を害さない",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,376955,6,6
